TIME_STEP,ASIN,UNITS_SOLD,GlanceViews,Business_Unit,DEAL_TYPE,SOA,EVENT,PEAK_EVENT_FLAG,NET_INVOICE,CountryCd,keepa_price,CTN,EVENT_TYPE,ITEM_ID,OrderedAmount
2023-11-30,B00114,47,260,Clothing,BOGO,0.9700622809107717,Holiday,1,101.54907817948906,UK,92.84019937178181,sku_36,Brand Week,UK_sku_36,4363.489370473745
2023-02-04,B00161,18,92,Home,None,16.350338424805106,Black Friday,1,33.62561031405804,US,14.881183157082631,sku_37,Spring Sales,US_sku_37,267.86129682748737
2020-04-08,B00161,49,267,Books,BOGO,31.39793676714539,Black Friday,0,50.71164376894932,CA,41.832132997453314,sku_38,Regular Week,CA_sku_38,2049.7745168752126
2023-06-19,B00146,32,166,Home,Discount,13.759510588673784,Regular,0,22.25322928661079,DE,26.479423394535758,sku_39,Regular Week,DE_sku_39,847.3415486251442
2022-10-12,B00161,71,280,Toys,BOGO,45.479334752688864,Holiday,1,119.11577254462898,US,85.43858908768966,sku_40,Leadup Week,US_sku_40,6066.139825225966
2021-11-25,B00150,24,95,Books,None,31.694473091622093,Black Friday,0,128.18560105788174,CA,34.31381727094711,sku_41,Spring Sales,CA_sku_41,823.5316145027307
2023-09-21,B00154,17,148,Home,Discount,3.59533586582228,Black Friday,0,106.09103668753443,FR,99.22988089855127,sku_42,Spring Sales,FR_sku_42,1686.9079752753717
2023-12-02,B00163,48,247,Electronics,BOGO,,Holiday,1,165.24940527049682,DE,8.668577533163834,sku_43,Leadup Week,DE_sku_43,416.09172159186403
2020-03-15,B00102,45,242,Clothing,BOGO,47.88833290881113,Black Friday,0,173.59167604852257,FR,17.186293383943756,sku_44,Brand Week,FR_sku_44,773.383202277469
2023-05-19,B00150,22,230,Home,Promotion,3.8856209195862745,Cyber Monday,1,126.96863536979406,CA,26.340683760765366,sku_45,Leadup Week,CA_sku_45,579.4950427368381
2023-02-20,B00106,19,97,Home,None,26.618011743065743,Black Friday,1,12.423731144411803,FR,82.05507381901515,sku_46,Leadup Week,FR_sku_46,1559.0464025612878
2021-10-31,B00120,48,325,Electronics,BOGO,,Holiday,0,142.09363459206978,FR,88.4591348610815,sku_47,Leadup Week,FR_sku_47,4246.0384733319115
2020-03-08,B00172,59,208,Toys,Promotion,19.641953824070118,Cyber Monday,0,89.4198512148668,FR,11.787881157895123,sku_48,Spring Sales,FR_sku_48,695.4849883158123
2023-09-30,B00138,34,144,Clothing,Discount,8.982560897767094,Cyber Monday,1,117.45592181301353,US,8.083713467416258,sku_49,Leadup Week,US_sku_49,274.8462578921528
2022-09-25,B00117,25,204,Home,Promotion,28.903605100620627,Black Friday,0,133.32531438358802,US,75.73290142493504,sku_50,Leadup Week,US_sku_50,1893.3225356233759
2021-11-30,B00103,46,182,Books,Promotion,47.898967662444534,Regular,1,76.54495672214459,US,17.66844064159328,sku_51,Leadup Week,US_sku_51,812.7482695132908
2020-12-06,B00188,37,240,Home,BOGO,25.153630013580454,Cyber Monday,0,184.2487159826409,DE,17.634865772090723,sku_52,Regular Week,DE_sku_52,652.4900335673568
2022-08-21,B00159,37,240,Clothing,BOGO,4.145729069724058,Holiday,0,35.45522468245843,CA,7.124820776970781,sku_53,Brand Week,CA_sku_53,263.6183687479189
2021-05-25,B00113,40,267,Home,BOGO,31.000066673870418,Regular,0,137.5872433833971,US,9.731748370425077,sku_54,Brand Week,US_sku_54,389.2699348170031
2023-12-08,B00108,67,212,Electronics,Promotion,,Regular,1,10.828320191750281,FR,30.049168566571467,sku_55,Brand Week,FR_sku_55,2013.2942939602883
2021-11-16,B00189,27,136,Home,Discount,42.79625947956489,Cyber Monday,0,185.68371002698436,FR,11.175521494026599,sku_56,Brand Week,FR_sku_56,301.73908033871817
2022-02-16,B00152,16,99,Home,None,21.733907415823513,Black Friday,1,31.375785315237383,FR,40.04351370763118,sku_57,Spring Sales,FR_sku_57,640.6962193220988
2023-10-13,B00101,41,220,Books,Promotion,9.64198044711228,Regular,1,28.02800372803918,FR,84.11362796659816,sku_58,Spring Sales,FR_sku_58,3448.6587466305245
2021-09-29,B00183,84,252,Electronics,BOGO,,Black Friday,1,73.2714502799264,UK,36.0004244455513,sku_59,Leadup Week,UK_sku_59,3024.0356534263096
2021-04-12,B00191,22,108,Electronics,None,,Cyber Monday,0,80.97759434742531,DE,74.1442454450403,sku_60,Spring Sales,DE_sku_60,1631.1733997908866
2023-07-21,B00159,31,163,Home,Discount,13.279379915367995,Holiday,1,50.71701374134694,CA,13.92144665894786,sku_61,Brand Week,CA_sku_61,431.56484642738366
2021-11-09,B00170,23,110,Books,None,38.36166970796115,Regular,1,121.17311557615369,CA,67.64064280485182,sku_62,Regular Week,CA_sku_62,1555.734784511592
2021-10-23,B00143,20,217,Home,BOGO,10.29436553832997,Holiday,0,94.15367862797308,US,35.09098240945633,sku_63,Leadup Week,US_sku_63,701.8196481891266
2023-08-17,B00107,38,206,Home,Promotion,16.08431843506547,Black Friday,1,16.49336191780661,UK,76.22652347621862,sku_64,Leadup Week,UK_sku_64,2896.6078920963073
2022-02-12,B00146,36,178,Clothing,Promotion,23.27434862198497,Black Friday,1,70.73389182850713,CA,17.94394133535628,sku_65,Brand Week,CA_sku_65,645.981888072826
2022-11-07,B00134,50,285,Clothing,BOGO,47.159792484672536,Holiday,0,163.9822535789024,DE,90.29892088762578,sku_66,Brand Week,DE_sku_66,4514.9460443812895
2023-09-03,B00177,39,232,Books,Promotion,46.58657123769123,Cyber Monday,1,141.04329162375504,FR,28.044834275303977,sku_67,Brand Week,FR_sku_67,1093.7485367368552
2022-07-13,B00180,74,257,Toys,BOGO,10.34359377111439,Cyber Monday,0,147.7254621801773,US,38.548090361711765,sku_68,Spring Sales,US_sku_68,2852.5586867666707
2023-09-26,B00135,32,228,Clothing,Promotion,17.91095206215364,Regular,1,142.64221557586947,DE,95.26716752771397,sku_69,Leadup Week,DE_sku_69,3048.549360886847
2020-11-28,B00149,36,208,Toys,Promotion,7.4699694226886155,Regular,1,69.08487406277632,CA,59.9558241744316,sku_70,Brand Week,CA_sku_70,2158.4096702795377
2023-05-24,B00103,48,198,Electronics,Promotion,,Cyber Monday,0,28.936145194587418,UK,39.748294301487086,sku_71,Regular Week,UK_sku_71,1907.9181264713802
2020-01-19,B00101,40,139,Clothing,Discount,23.02912753473333,Cyber Monday,1,61.76876496628824,US,95.21220396819501,sku_72,Leadup Week,US_sku_72,3808.4881587278005
2020-03-15,B00105,31,141,Clothing,Discount,45.038008122536624,Holiday,1,168.03920703518025,CA,36.26235460455304,sku_73,Leadup Week,CA_sku_73,1124.132992741144
2022-08-12,B00153,38,227,Books,BOGO,46.50026888955363,Black Friday,1,196.2894515787835,US,14.012717704142078,sku_74,Spring Sales,US_sku_74,532.4832727573989
2021-10-17,B00103,39,174,Toys,Discount,19.178369550364604,Black Friday,0,103.83093280089666,CA,99.70064434664488,sku_75,Leadup Week,CA_sku_75,3888.3251295191503
2020-03-22,B00153,40,225,Clothing,BOGO,24.586897150949472,Regular,0,11.843067435378021,FR,30.445267453096815,sku_76,Brand Week,FR_sku_76,1217.8106981238725
2022-04-12,B00192,16,106,Clothing,None,44.81181245730666,Cyber Monday,0,36.60851430550352,UK,85.86949562646271,sku_77,Brand Week,UK_sku_77,1373.9119300234033
2023-04-14,B00162,23,111,Books,None,40.33539038725307,Holiday,0,71.1953093100905,FR,20.72637550819329,sku_78,Regular Week,FR_sku_78,476.70663668844566
2023-12-03,B00117,39,163,Books,Discount,0.18281556723246384,Regular,0,119.93121623266045,CA,74.47862731885091,sku_79,Leadup Week,CA_sku_79,2904.6664654351857
2022-10-06,B00189,26,106,Toys,None,16.002978209179126,Holiday,1,24.267792703009654,DE,54.82269247486394,sku_80,Leadup Week,DE_sku_80,1425.3900043464625
2020-06-23,B00143,22,120,Electronics,None,,Cyber Monday,0,189.2378867548775,FR,98.18612303756231,sku_81,Spring Sales,FR_sku_81,2160.094706826371
2021-08-22,B00133,36,190,Electronics,Promotion,,Cyber Monday,0,79.36589792403613,DE,57.51888382877795,sku_82,Brand Week,DE_sku_82,2070.6798178360064
2023-09-06,B00173,28,180,Home,Promotion,9.978580794796937,Cyber Monday,0,183.39100140571637,CA,7.376439429631142,sku_83,Regular Week,CA_sku_83,206.54030402967197
2022-07-26,B00161,55,227,Clothing,BOGO,1.8892253297839834,Black Friday,1,158.29914252383415,UK,62.36840901428835,sku_84,Brand Week,UK_sku_84,3430.2624957858593
2020-06-21,B00199,29,93,Toys,None,32.16848625348803,Cyber Monday,1,153.5330817779604,DE,18.805063351979474,sku_85,Leadup Week,DE_sku_85,545.3468372074047
2022-08-06,B00113,40,275,Clothing,BOGO,13.125514524158282,Regular,0,125.27672015862409,CA,80.86138695179828,sku_86,Leadup Week,CA_sku_86,3234.4554780719313
2020-11-10,B00194,78,270,Toys,BOGO,2.6173589215656543,Black Friday,1,129.08892523985048,DE,86.37397866654041,sku_87,Regular Week,DE_sku_87,6737.170335990152
2023-10-14,B00147,28,84,Toys,None,11.548965526403181,Holiday,1,131.22061469108715,FR,50.798884285497856,sku_88,Leadup Week,FR_sku_88,1422.3687599939399
2021-07-18,B00114,24,144,Toys,Discount,40.095697641806325,Regular,1,129.4570635348606,CA,79.40603841996837,sku_89,Regular Week,CA_sku_89,1905.744922079241
2021-01-03,B00171,25,92,Clothing,None,42.57445908232733,Regular,1,115.20836396568863,FR,18.785519870752488,sku_90,Regular Week,FR_sku_90,469.6379967688122
2023-03-18,B00177,48,190,Books,Promotion,24.15331225966513,Holiday,0,197.4186635117489,US,51.74742772088638,sku_91,Brand Week,US_sku_91,2483.876530602546
2022-01-17,B00186,17,114,Clothing,None,20.803533520434307,Black Friday,0,149.13520781088226,CA,42.42470514560554,sku_92,Regular Week,CA_sku_92,721.2199874752943
2022-10-07,B00161,31,138,Toys,Discount,48.892684675089086,Regular,1,157.61981379457902,DE,63.07515177004273,sku_93,Leadup Week,DE_sku_93,1955.3297048713246
2022-04-16,B00139,29,202,Home,BOGO,10.028232979403494,Regular,1,175.7679348658981,US,9.225332936300198,sku_94,Spring Sales,US_sku_94,267.53465515270574
2020-10-07,B00184,56,270,Electronics,BOGO,,Regular,1,50.97155491791134,FR,76.4516696336196,sku_95,Spring Sales,FR_sku_95,4281.293499482697
2020-05-22,B00179,65,184,Toys,Promotion,14.593358851819987,Black Friday,1,25.92279022806155,FR,12.51728250009495,sku_96,Leadup Week,FR_sku_96,813.6233625061718
2021-03-29,B00181,27,194,Home,Promotion,8.637865914054366,Black Friday,0,101.74994295373375,DE,67.36479416536565,sku_97,Spring Sales,DE_sku_97,1818.8494424648725
2022-12-01,B00152,46,218,Books,Promotion,18.96827991020933,Black Friday,1,107.6753321676619,US,6.7534364262947015,sku_98,Spring Sales,US_sku_98,310.65807560955625
2023-08-07,B00123,71,235,Toys,BOGO,45.54171134948769,Regular,0,167.54453819048436,UK,84.0293660568893,sku_99,Regular Week,UK_sku_99,5966.08499003914
2021-10-27,B00125,33,184,Home,Promotion,30.767392031428713,Cyber Monday,1,94.31888006364377,DE,21.596464871259226,sku_100,Spring Sales,DE_sku_100,712.6833407515544
2021-12-30,B00188,31,108,Toys,None,20.597327430613184,Holiday,0,118.46207485341942,FR,53.972260217814096,sku_101,Spring Sales,FR_sku_101,1673.140066752237
2020-12-06,B00159,65,270,Clothing,BOGO,46.72053972856074,Cyber Monday,1,110.14347831755708,CA,29.84182585412384,sku_102,Spring Sales,CA_sku_102,1939.7186805180495
2021-07-02,B00140,22,166,Home,Discount,2.423211623791116,Black Friday,0,17.2585289139043,US,73.6514841958015,sku_103,Brand Week,US_sku_103,1620.332652307633
2020-09-18,B00128,42,255,Clothing,BOGO,10.513808895093069,Regular,0,126.89083035341366,UK,35.52835451802352,sku_104,Leadup Week,UK_sku_104,1492.1908897569879
2022-09-01,B00114,22,113,Clothing,None,28.29443025508795,Regular,0,167.32822429710794,CA,73.83787339089014,sku_105,Regular Week,CA_sku_105,1624.4332145995832
2022-03-17,B00144,12,108,Home,None,30.77763115965896,Cyber Monday,1,39.92510413440273,US,32.062764649370266,sku_106,Spring Sales,US_sku_106,384.7531757924432
2021-06-23,B00164,33,212,Electronics,Promotion,,Cyber Monday,0,122.92302944605319,DE,76.48494363889719,sku_107,Leadup Week,DE_sku_107,2524.0031400836074
2023-03-30,B00188,33,227,Home,BOGO,20.15193789535661,Holiday,1,122.78600344481873,DE,7.907522152005902,sku_108,Spring Sales,DE_sku_108,260.94823101619477
2020-04-21,B00170,66,295,Electronics,BOGO,,Regular,0,41.195143170708164,US,31.914576860515602,sku_109,Brand Week,US_sku_109,2106.3620727940297
2020-06-29,B00108,52,237,Toys,BOGO,34.90352732017008,Cyber Monday,0,33.458079008839846,UK,52.3701831118265,sku_110,Brand Week,UK_sku_110,2723.249521814978
2022-10-29,B00187,50,165,Toys,Discount,31.906995125813463,Holiday,1,196.2098691655321,US,9.28066028237392,sku_111,Spring Sales,US_sku_111,464.03301411869603
2021-09-19,B00100,33,206,Home,Promotion,16.02816121804623,Black Friday,0,84.80664223407713,CA,22.673235830271473,sku_112,Spring Sales,CA_sku_112,748.2167823989586
2022-10-19,B00107,24,99,Toys,None,4.6760061798954755,Cyber Monday,1,53.21012845747056,CA,93.7810132559143,sku_113,Spring Sales,CA_sku_113,2250.744318141943
2021-02-02,B00187,22,105,Books,None,21.355622320966706,Black Friday,1,42.55166344633124,DE,97.79925519211798,sku_114,Brand Week,DE_sku_114,2151.5836142265957
2023-11-25,B00162,30,240,Clothing,Promotion,6.4377218684027735,Holiday,1,136.84432558081465,US,75.27624500209613,sku_115,Brand Week,US_sku_115,2258.287350062884
2020-12-28,B00110,12,100,Clothing,None,47.381182926033354,Black Friday,1,125.79460649218298,DE,28.95900480860672,sku_116,Leadup Week,DE_sku_116,347.50805770328066
2021-03-13,B00180,19,106,Electronics,None,,Regular,0,132.27490336760934,UK,29.749157316417055,sku_117,Regular Week,UK_sku_117,565.233989011924
2023-06-20,B00107,44,186,Toys,Promotion,15.862958717843378,Regular,0,26.721145227175928,CA,66.35008399053191,sku_118,Regular Week,CA_sku_118,2919.4036955834044
2023-04-17,B00134,27,104,Electronics,None,,Black Friday,1,179.77157086470302,FR,16.17196357687667,sku_119,Brand Week,FR_sku_119,436.6430165756701
2021-05-09,B00134,52,222,Clothing,BOGO,24.897429629113194,Regular,0,83.96061539371918,FR,95.08939114088483,sku_120,Regular Week,FR_sku_120,4944.648339326011
2023-03-16,B00132,34,148,Clothing,Discount,15.501701200622502,Holiday,0,69.54018722176801,US,26.357225453467535,sku_121,Spring Sales,US_sku_121,896.1456654178962
2021-08-20,B00104,54,222,Toys,Promotion,40.598387119540085,Regular,1,97.84867497707044,US,99.96538441541716,sku_122,Leadup Week,US_sku_122,5398.130758432527
2022-05-17,B00140,33,154,Books,Discount,43.3576075500561,Black Friday,0,84.11255249204937,FR,52.09471055373374,sku_123,Brand Week,FR_sku_123,1719.1254482732134
2022-03-20,B00127,19,111,Books,None,33.65040831443385,Black Friday,1,174.0796305964377,US,78.28584895432896,sku_124,Brand Week,US_sku_124,1487.4311301322502
2022-06-08,B00106,16,126,Toys,None,2.3482211203833647,Black Friday,0,186.5595852875995,CA,5.207488978027937,sku_125,Regular Week,CA_sku_125,83.319823648447
2021-10-03,B00172,74,250,Toys,BOGO,28.316144008326603,Cyber Monday,0,67.65611112542518,UK,89.43090845140598,sku_126,Spring Sales,UK_sku_126,6617.8872254040425
2023-10-17,B00171,55,176,Electronics,Promotion,,Black Friday,1,174.1478034173914,UK,30.650194254155142,sku_127,Leadup Week,UK_sku_127,1685.7606839785328
2021-10-20,B00111,20,93,Toys,None,6.825150604179109,Holiday,0,158.48939461128276,DE,68.4539907320662,sku_128,Regular Week,DE_sku_128,1369.079814641324
2021-05-29,B00133,52,204,Books,Promotion,11.433537569230168,Regular,0,186.85345774550476,CA,81.60375167539101,sku_129,Brand Week,CA_sku_129,4243.395087120332
2021-12-08,B00132,44,192,Toys,Promotion,44.124755253406825,Regular,1,56.69255931531869,US,20.594035353105195,sku_130,Brand Week,US_sku_130,906.1375555366286
2022-09-24,B00147,43,166,Electronics,Promotion,,Cyber Monday,0,119.62223852298602,US,47.03840072627675,sku_131,Regular Week,US_sku_131,2022.6512312299
2023-11-30,B00122,67,210,Electronics,Promotion,,Cyber Monday,1,62.16347110068448,DE,51.91441436193272,sku_132,Spring Sales,DE_sku_132,3478.265762249492
2020-02-18,B00161,72,180,Electronics,Promotion,,Holiday,0,166.5779531920311,DE,34.65134920722443,sku_133,Leadup Week,DE_sku_133,2494.897142920159
2020-09-05,B00187,26,139,Electronics,Discount,,Black Friday,1,11.011596208502208,US,50.76680382425324,sku_134,Leadup Week,US_sku_134,1319.9368994305842
2022-02-14,B00136,52,287,Home,BOGO,0.3548266247443588,Cyber Monday,1,117.31564094841526,US,35.16683747725712,sku_135,Leadup Week,US_sku_135,1828.67554881737
2022-09-27,B00198,62,224,Toys,Promotion,40.96991154832464,Regular,1,74.44865194166442,CA,39.27103578024488,sku_136,Leadup Week,CA_sku_136,2434.8042183751827
2023-12-02,B00143,24,142,Clothing,Discount,17.991245031828324,Cyber Monday,1,71.30990434478585,DE,68.5864619767602,sku_137,Spring Sales,DE_sku_137,1646.075087442245
2020-12-30,B00185,37,83,Toys,None,27.038281565027145,Cyber Monday,1,132.5322015343342,CA,65.09636048897472,sku_138,Brand Week,CA_sku_138,2408.565338092065
2022-05-14,B00190,24,164,Home,Promotion,33.865034316782975,Black Friday,0,171.78204536965885,US,27.0652439507649,sku_139,Brand Week,US_sku_139,649.5658548183576
2023-10-25,B00134,32,91,Electronics,None,,Cyber Monday,0,125.74712436473199,FR,90.26087405556534,sku_140,Leadup Week,FR_sku_140,2888.347969778091
2020-11-23,B00164,36,186,Home,Promotion,47.79900294130361,Holiday,1,172.10286594287726,FR,86.96491183878211,sku_141,Leadup Week,FR_sku_141,3130.736826196156
2023-09-02,B00198,47,133,Books,Discount,26.566997661830456,Regular,0,60.27345125739569,US,53.3629141355454,sku_142,Leadup Week,US_sku_142,2508.056964370634
2020-06-27,B00146,27,139,Books,Discount,19.98597754872138,Black Friday,1,108.70535240534642,DE,46.15882055609629,sku_143,Regular Week,DE_sku_143,1246.2881550145999
2020-05-19,B00177,31,142,Toys,Discount,47.68518132458539,Regular,0,95.60194242274444,FR,40.80131838349034,sku_144,Regular Week,FR_sku_144,1264.8408698882006
2023-10-01,B00102,39,230,Toys,BOGO,32.105511751276055,Holiday,0,12.212530905588281,DE,72.19045227331172,sku_145,Brand Week,DE_sku_145,2815.4276386591573
2021-11-18,B00100,18,92,Clothing,None,14.90751781382778,Holiday,1,115.79430719674062,FR,68.8082754348997,sku_146,Brand Week,FR_sku_146,1238.5489578281945
2021-10-12,B00104,27,262,Clothing,BOGO,6.323212270178558,Cyber Monday,1,135.68962158777322,DE,23.637157659107974,sku_147,Leadup Week,DE_sku_147,638.2032567959153
2021-11-29,B00189,44,182,Books,Promotion,42.127725073259064,Cyber Monday,0,122.46373683962331,FR,68.78851297353432,sku_148,Regular Week,FR_sku_148,3026.69457083551
2021-07-18,B00113,20,88,Electronics,None,,Cyber Monday,0,149.89318076885007,DE,28.980963439693795,sku_149,Spring Sales,DE_sku_149,579.6192687938759
2022-06-04,B00126,31,169,Home,Discount,33.02348606822156,Regular,1,118.55451040608465,CA,6.763041969734928,sku_150,Regular Week,CA_sku_150,209.65430106178277
2022-01-23,B00108,16,83,Clothing,None,23.540820968294906,Holiday,0,22.682548421643816,DE,71.42482436605081,sku_151,Brand Week,DE_sku_151,1142.797189856813
2022-07-11,B00178,39,141,Clothing,Discount,9.946488989751916,Black Friday,0,32.124649576095166,CA,66.2553922337712,sku_152,Regular Week,CA_sku_152,2583.960297117077
2021-02-24,B00114,78,275,Electronics,BOGO,,Cyber Monday,1,123.33016973335096,CA,44.02687992556244,sku_153,Brand Week,CA_sku_153,3434.09663419387
2022-09-20,B00189,72,255,Electronics,BOGO,,Regular,0,62.24604647499164,US,54.940175312353084,sku_154,Leadup Week,US_sku_154,3955.692622489422
2022-02-24,B00141,39,132,Toys,Discount,20.667122993559612,Cyber Monday,1,25.13257451660551,CA,94.98107321204716,sku_155,Spring Sales,CA_sku_155,3704.2618552698395
2023-08-08,B00176,28,139,Home,Discount,27.330746983183552,Holiday,1,91.62452125522388,UK,61.54401718601658,sku_156,Leadup Week,UK_sku_156,1723.2324812084644
2022-11-29,B00150,45,166,Electronics,Promotion,,Black Friday,1,115.32129363589452,CA,67.49897385697048,sku_157,Leadup Week,CA_sku_157,3037.4538235636714
2022-12-28,B00162,40,235,Clothing,BOGO,37.43360876254954,Holiday,0,72.46173778642525,DE,11.071575490168403,sku_158,Spring Sales,DE_sku_158,442.8630196067361
2023-02-10,B00195,45,197,Clothing,BOGO,41.396247727265624,Regular,0,146.88240342289782,CA,20.769473764136897,sku_159,Spring Sales,CA_sku_159,934.6263193861604
2021-04-03,B00151,37,198,Books,Promotion,38.5621537016589,Cyber Monday,1,132.3164155392365,DE,33.59046625910088,sku_160,Spring Sales,DE_sku_160,1242.8472515867325
2020-09-19,B00195,26,255,Electronics,BOGO,,Holiday,1,73.23548860741766,DE,56.241035212673594,sku_161,Brand Week,DE_sku_161,1462.2669155295134
2022-11-27,B00103,35,141,Toys,Discount,9.70643852229861,Regular,0,153.4257804926265,UK,78.77613511841551,sku_162,Leadup Week,UK_sku_162,2757.164729144543
